date,kind,content,solution
실내안전장치 기타,2024-06-28 ~ ,"일부 차량에서 운전자 착석 감지 센서가 인식되지 않아, 시동 상태에서 운전자가 안전벨트를 착용하지 않았을 경우라도 경고음과 시각적 표시등이 활성화되지 않을 수 있으며, 이런 경우 예기치 않은 사고 발생 시 부상 위험이 높아질 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>Model 3: 2018.03.19~2023.05.21Model Y: 2020.03.21~2023.01.08Model X: 2022.12.29~2024.01.11Model S: 2023.02.09~2024.01.17",OTA(over-the-air)를 통한 2024.20.3 또는 이후 버전으로 업데이트 (소프트웨어 로직에서 운전석 착석 감지 대신 운전석 안전벨트 버클 및 시동 상태로 안전벨트 경고 시스템을 활성화 함)
등화장치 기타,2024-06-28 ~ ,"적응형 전조등의 변환빔은 차량이 전진하고 오른쪽으로 조향하는 경우에만 작동하여야 하나, 등화장치 소프트웨어 오류로 인하여 차량이 곡선에서 후진하는 경우에도 전조등 변환빔이 작동할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제38조(전조등)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 못할 수 있음.)",등화장치제어 소프트웨어 업데이트 
실내안전장치 기타,2024-06-28 ~ ,"소프트웨어 오류로 인하여 중앙 디스플레이, 대시보드 디스플레이 및 HUD가 켜지지 않거나 산발적으로 재부팅될 수 있으며, 중앙 디스플레이, 대시보드 디스플레이 및 HUD가 작동하지 않는 경우, 차량 일부 정보(차량 속도, 후방 카메라 이미지 등) 사용이 불가하여 충돌 위험이 증가할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제110조(속도계)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않을 수 있음.)",소프트웨어 업데이트 
차체/차대 기타,2024-06-28 ~ ,"차량 생산관리 오류로 '충돌 후 차문 잠금장치 해제' 기능이 탑재되지 않아, 운전자의 의도와 다르게 '자동 문잠금장치'가 작동하여 차문이 잠긴 경우, 충돌 후 차문 잠금이 자동으로 해제되지 않아 사고 발생 시 외부에서 승객구조가 지체될 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제102조(충돌 시의 승객보호) 및 102조의3(고정벽면충돌 안전성) 규정을 만족하지 않을 수 있음.)<*대상차량별 생산일자>토요타 프리우스 2WD: 2022.08.06~2022.09.02토요타 프리우스 AWD: 2022.08.11~2022.09.02",대상차량에 대해 차문 잠금장치 제어부품(메인 바디 ECU)을 자동차 안전기준을 준수하는 개선품으로 교환 
제동장치 기타,2024-06-28 ~ ,통합형 전자식 브레이크(IEB) 제어기 소프트웨어 설계 오류로 원격 스마트 주차 보조(RSPA) 기능 작동 후 해제 시 간헐적으로 즉시 정지되지 않아 안전에 지장을 줄 수 있는 가능성에 따른 리콜 ,통합형 전자식 브레이크(IEB) 제어기 소프트웨어 업데이트 
동력전달장치 기타,2024-06-28 ~ ,"변속 케이블의 안전 클립이 올바르게 장착되지 않아 변속 케이블이 손상될 수 있으며, 이런 경우 변속기 레버의 위치가 'P'단 일 때 차량이 정지하지 않고 구를 수 있어 안전운행에 지장을 줄 수 있음이 확인됨에 따른 리콜 <*대상차량별 생산일자>718 박스터 GTS 4.0: 2023.10.10718 카이맨 GTS 4.0: 2023.08.22",변속 케이블을 교체 
동력전달장치 기타,2024-06-27 ~ ,"파워트레인 컨트롤 유닛(CPC)의 코딩 값 중 자기진단 장치(OBD) 관련 항목이 잘못 설정되었을 수 있으며, 일부 파워트레인 컨트롤 유닛(CPC) 오류가 발생할 경우, 오류에 대한 시스템 응답은 정상적으로 작동하나 계기반에 엔진경고등(MIL)이 점등되지 않을 수 있는 간으성에 따른 리콜 <*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛 SCN코딩 업데이트 
원동기(동력발생장치) 기타,2024-06-27 ~ ,"집중 호우기간(외부 환경요인) 침수지역 운행 시 스타터모터 내부로의 수분유입 강건화 구조 반영 미흡으로, 지속적인 통전상황에서 수분에 의한 단락이 발생할 수 있으며 이런 경우 스타트모터 소손 및 화재 발생 가능성이 확인됨에 따른 리콜 <*대상차량별 생산일자>제네시스(DH)/G80(DH): 2013.07.10~2019.01.26EQ900(HI): 2015.07.09~2018.12.10",엔진룸 정션박스 내 릴레이KIT 추가 장착 
제동장치 기타,2024-06-27 ~ ,전자제어유압장치(HECU) 내부 밀폐성능 저하 등으로 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손이 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>맥스크루즈(NC): 2012.08.07~2014.10.31벨로스터(FS): 2011.01.20~2014.10.31,엔진룸 정션박스내 HECU 개선퓨즈 장착 (합선 발생 시 전원 차단하여 소손 예방)
원동기(동력발생장치) 기타,2024-06-25 ~ ,"생산공정 오류로 사양에 맞지 않는 점화 코일이 장착되었을 있으며, 엔진 실화가 발생할 경우 엔진 작동이 거칠어지고 출력이 감소할 수 있고, 이로 인해 엔진 경고등(MIL)이 점등되고 배출가스 허용 기준을 충족하지 못할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",모든 점화 코일 교체 
연료장치 기타,2024-06-24 ~ ,"연료 펌프(연료 장치) 내부 임펠러 제조과정에서 성형 방식이 변경되면서, 밀도가 낮은 임펠러가 제작되었으며, 이로인해 임펠러 표면에 균열이 발생하게 되며 휘발유에 의해 임펠러가 부풀어 오르게 됨. 임펠러가 펌프 커버에 접촉하여 작동 불량이 발생할 수 있으며, 이런 경우 동력 저하 또는 연료 부족 상태와 같은 가족 불가 등의 증상이 나타날 수 있는 가능성에 따른 리콜 (*엔진 부조로 생각되는 증상이 발생한 경우에는 신속히 혼다 모터사이클 딜러로 연락하시기 바랍니다. 만일, 주행 중에 엔진 멈춤이 발생한 경우에는 즉시 모터사이클을 안전한 장소에 세워, 비상등 스위치를 점멸 시켜 주십시오. 주행 중 엔진이 정지하면 뒤따라오는 차에 의한 사고 발생 가능성이 있습니다.)<*대상차량별 생산일자>GOLDWING: 2018.04.27∼2023.07.10CBR1000RR: 2018.03.20∼2019.05.30",대상 자동차에 대하여 점검 후 교환 대상 부품인 경우 연료 펌프를 개선품으로 교환함 
원동기(동력발생장치) 기타,2024-06-21 ~ ,"자기 인증 시 제원 통보된 원동기 최대 출력 값이 잘못 제출되었으며, 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제106조(원동기 출력)에서 정하는 기준에 부적합한 것으로 확인됨. 원동기 최대 출력은 허용 오차가 5%이내여야 하나, 제원 통보된 원동기 최대 출력의 경우, 허용 오차율 2.7& 초과하였음에 따른 리콜 (제원 통보 원동기 최대출력 557ps -> 실제 최대출력 517ps) ","자동차 등록증 재발급 및 경제적 보상  (1) 보상금액: 1대당 100,000 원  * 보상 금액은 시정조치를 갈음하여 자동차 등록증 재발급에 따른 재반 비용을 기준으로 책정되었습니다.(2) 수령방법: 자동차 등록증, 차량 등록증상 소유자 신분증 사본, 소유주 명의의 통장 사본 및 필요에 따른 문서를 구비하여 메르세데스-벤츠 공식 서비스센터에 방문하면 경제적 보상을 신청할 수 있습니다."
연료장치 기타,2024-06-21 ~ ,"연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있으며, 이런 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있고, 연료 펌프가 정상적으로 작동되지 않을 경우 연료 공급이 중단되어 시동이 꺼져 사고의 위험이 증가할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>GLE 450 4MATIC: 2022.01.04AMG GLE 53 4MATIC+ Coupe: 2021.08.31~2022.01.07C 300: 2022.01.11S 450 4MATIC: 2021.08.04Maybach S 580 4MATIC: 2022.04.19AMG G 63: 2021.10.07~2022.04.08",연료펌프 교체 
차체/차대 기타,2024-06-20 ~ ,"생산 공정 오류로 인하여 뒷좌석 도어 트림 패널과 뒷좌석 팔걸이를 연결하는 고정나사가 규정된 위치에 체결되지 않았을 수 있으며, 이런 경우 고정나사가 느슨해져 도어 트림 패널 내부에서 소음이 발생될 수 있고 아울러 사고 발생 시 뒷좌석 팔걸이가 분리되고 뒷좌석 측면 에어백이 전개될 경우 에어백이 손상되어 탑승자의 부상 위험이 있음에 따른 리콜 ","뒷좌석 좌측 도어 트림 패널을 교체하고, 뒷좌석 좌측 도어 트림 패널과 팔걸이를 연결하는 고정나사를 규정된 위치에 체결함 "
차체/차대 기타,2024-06-20 ~ ,"뒤 좌측 사이드 멤버가 생산 주조(다이캐스팅) 과정의 오류로 인해 균열이 발생되었을 수 있으며, 이런 경우 차량을 운행하는 과정에서 균열이 커질 수 있으며, 사고 시 고전압배터리와 좌측 뒷좌석이 손상될 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>BMW i4 eDrive40: 2024.04.16~2024.04.25BMW i4 M50: 2024.04.25","뒤 좌측 사이드 멤버를 점검하고, 균열이 발생된 경우 정상적으로 생산된 뒤 좌측 사이드 멤버로 교체"
연료장치 기타,2024-06-18 ~ ,"봄베 제조 불량으로 인해 연료펌프 내부 수분 유입에 의한 전원부 쇼트 발생 시, 연료펌프 작동불량으로 연료 공급되지 않아 주행 중 시동꺼짐 발생 가능성이 확인됨에 따른 리콜 ",봄베 수분 유입 점검 후 문제 부품으로 확인 시 정상 부품(연료펌프 등)으로 교환 
원동기(동력발생장치) 기타,2024-06-18 ~ ,"고압펌프의 저압 연료공급 파이프 체결부 제조불량으로 인한 기밀성 부족으로, 고압펌프의 저압 연료공급 파이프 체결부에서 LPG 가스가 누기되는 경우 차량 화재가 발생할 수 있는 가능성에 따른 리콜 ",점검 후 문제차량 고압펌프 및 관련부품 교환 
원동기(동력발생장치) 기타,2024-06-18 ~ ,"고압펌프의 저압 연료공급 파이프 체결부 제조불량으로 인한 기밀성 부족으로, 고압펌프의 저압 연료공급 파이프 체결부에서 LPG 가스가 누기되는 경우 차량 화재가 발생할 수 있는 가능성에 따른 리콜 ",대상차량에 대해 점검 후 문제 차량 고압펌프 및 관련 부품 교환 
원동기(동력발생장치) 기타,2024-06-17 ~ ,"디젤 미립자 필터(Diesel Particle Filter) 전단에 장착되어 있는 산소감지기에 미립지(Particle Matter)가 지나치게 쌓여 정상적인 산소 감지가 어려울 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>","필요한 경우 산소감지기를 청소하고, 개선된 소프트웨어로 업데이트 "
승차 및 실내장치 기타,2024-06-13 ~ ,"조수석 승객감지 센서의 내부 회로기판 제조 불량으로 회로에 균열이 발생하여 수분이 유입되어 단락이 발생될 수 있으며, 이런 경우 에어백 경고등이 점등되고 조수석 승객 하중에 따른 에어백 전개제어가 의도한대로 작동되지 않아 사고 시 조수석 탑승자의 부상 위험이 증가할 우려가 있음에 따른 리콜 (*이는 미국 연방 자동차안전기준 MVSS208(승객보호요건)의 규정을 만족하지 않을 수 있음)<*대상차량별 생산일자>토요타 아발론 하이브리드: 2020.09.15~2021.04.06토요타 시에나 하이브리드 2WD: 2020.12.09~2021.02.26토요타 시에나 하이브리드 AWD: 2020.12.09~2021.03.01","대상차량에 대해 조수석 승객감지 센서의 제조번호를 점검 후, 필요 시 신품으로 교환 "
조향장치 기타,2024-06-12 ~ ,"스티어링 칼럼 레버와 드래그 링크 나사 연결부의 추가 조임이 필요할 수 있으며, 미조치 시 너트가 완전히 분실되면 스티어링이 연결이 이탈되고 이 경우 차량을 더 이상 조종하거나 제어할 수 없어 사고의 위험을 초래할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>TGS(TGS 44.510 10X4 BL): 2020.09.15~2022.06.21TGX(TGX 44.510 10X4-6 BL): 2022.05.17~2022.07.16TGX(TGX 33.640 6x4 BB): 2022.06.22~2023.03.10","드래그 링크의 융각 고정 너트를 추가로 조이고, 필요할 경우 스이터링 컬럼 레버와 드래그 링크를 교체 <*단, 일부 차량의 경우 기존에 전국 만트럭버스코리아 서비스센터에서 조치가 완료된 것으로 확인이 되어, 추가 조치는 필요하지 않을 수 있으므로 자세한 사항은 제작사 고객센터(080-661-1472)로 문의하여 주시기 바랍니다.>"
제동장치 기타,2024-06-12 ~ ,"전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선으로 인해, 전자제어유압장치(HECU) 내부 합선에 의한 엔진룸 소손 발생 가능성이 확인됨에 따른 리콜",엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환 (합선 발생 시 전원 차단하여 소손 예방)
등화장치 기타,2024-06-12 ~ ,특정 기간(2022년 6월 13일)에 수입된 해당 차량의 반사기는 미국 생산공장에서 조립된 후 육로 및 해상 운송 과정과 한국PDI(평택)에서의 도장 수리 작업(고열의 열처리) 과정을 통한 경우 반사기의 성능이 기준 이하로 저하되어 야간이나 흐린 날씨 상황에서 다른 운전자들이 해당 차량의 위치를 인식하기 어려워 안전 운행에 지장을 줄 수 있는 가능성에 따른 리콜 ,후부반사기 및 옆면반사기 교환 
조향장치 기타,2024-06-10 ~ ,"원격 주차 보조 시스템을 구동하는 휴대폰 어플리케이션 My Porsche 소프트웨어 오류로 인해, 휴대폰 어플리케이션을 사용하여 원격 주차하는 경우, 후진 주차 기능 중 반전 버튼 사용 시 목표 위치보다 차량이 초과 이동하여 사고가 발생할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조[별표6의2]를 만족하지 못할 수 있음.)<*대상차량별 생산일자>911 카레라: 2023.01.24~2024.02.15911 카레라 4: 2022.11.07~2024.03.15911 카레라 4 카브리올레: 2023.05.16~2024.02.21911 카레라 4 GTS: 2022.09.26~2023.12.20911 카레라 4 GTS 카브리올레: 2022.09.22~2023.06.27911 카레라 4S: 2023.12.22~2024.03.13911 카레라 4S 카브리올레: 2023.01.30~2024.03.18911 카레라 카브리올레: 2023.01.23~2024.02.13911 카레라 GTS: 2022.09.19~2023.03.08911 카레라 GTS 카브리올레: 2022.11.02~2023.06.19911 카레라 S 카브리올레: 2023.05.25~2023.05.30911 타르가 4: 2023.03.14~2024.03.07911 타르가 4 GTS: 2022.10.18~2023.10.25911 타르가 4S: 2023.03.23~2024.01.31911 터보 S: 2022.09.19~2023.11.06911 터보 S 카브리올레: 2022.09.21~2023.11.24카이엔: 2022.06.25~2024.01.19카이엔 Coupe: 2022.06.23~2024.01.19카이엔 E-하이브리드: 2022.08.18~2023.05.27카이엔 E-하이브리드 Coupe: 2022.07.07~2023.06.01카이엔 S E-하이브리드 Coupe: 2024.03.11~2024.03.15카이엔 터보: 2022.08.26~2022.12.12카이엔 터보 Coupe: 2022.09.21~2023.03.31카이엔 터보 GT: 2022.06.23~2024.01.15파나메라 4: 2024.01.17~2024.03.18","휴대폰 어플리케이션 'My Porsche' 업데이트 (고객님께서 개인 퓨대폰에서 'My Porsche' 어플리케이션을 업데이트 해야 합니다,업데이트를 진행하면 반번 버튼이 삭제됩니다. 해당 어플리케이션은 업데이트 하지 않으면 사용이 불가합니다.)"
조향장치 기타,2024-06-07 ~ ,주행보조시스템의 소프트웨어 오류로 차선 유지 보조 장치 사용 중 조향 개입 시 계기판에 시각적 알림이 표시되지 않을 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조를 만족하지 못할 수 있음)<*대상차량별 생산일자>카이엔: 2023.03.24~2024.03.13카이엔 Coupe: 2023.04.18~2024.03.20카이엔 E-하이브리드: 2024.03.11~2024.03.21카이엔 E-하이브리드 Coupe: 2024.03.11~2024.03.26카이엔 S E-하이브리드: 2024.03.11~2024.03.19카이엔 S E-하이브리드 Coupe: 2024.03.11~2024.03.15카이엔 터보 E-하이브리드 Coupe: 2024.03.14~2024.03.14카이엔 터보 GT: 2023.05.09~2024.01.15,주행보조시스템 소프트웨어 업데이트 
등화장치 기타,2024-06-07 ~ ,"등화장치의 설계결함으로 측면 보조방향지시등의 호박색 필터 커버가 장시간 사용 시 열에 의해 변형될 경우, 자동차 및 자동차부품의 성능과 기준에 관한 규칙 중 최소 광도 및 색 규정을 만족하지 못하여 안전기준에 부적합함이 확인됨에 따른 리콜 
",개선된 측면 보조방향지시등과 전구(백색 -> 호박색)로 교체 (*전구 타입 변경으로 인해 사용설명서에 기재된 전구 타입을 WY16W로 수정한 스티커를 동봉함)
실내안전장치 기타,2024-06-05 ~ ,"생산 공정 오류로 앞 좌석안전띠 버클에 '좌석안전띠 경고장치 센서'의 회로기판이 구부러진 상태로 조립되었을 수 있으며, 이런 경우 앞 좌석안전띠를 체결하지 않아도 좌석안전띠가 체결된 것으로 인식되어, '자동차 및 자동차부품의 성능과 기준에 관한 규칙' 제27조제4항(좌석안전띠장치등) 별표5의24 안전띠 경고장치 작동기준을 위반함, 아울러 운전자 및 탑승객이 안전띠를 체결하지 않았음에도 불고하고 시, 청각정인 경고가 발생하지 않아 안전띠를 체결한 것으로 착각하여 사고 시 부상 위험이 있을 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>BMW X5 M Competition: 2024.04.16BMW X5 M60i xDrive: 2024.04.08~2024.04.19BMW X5 xDrive30d: 2024.04.08~2024.04.13BMW X5 xDrive40d: 2024.04.19BMW X5 xDrive40i: 2024.04.08~2024.04.20BMW X5 xDrive40i: 2024.04.05~2024.04.12BMW X5 xDrive50e: 2024.04.19BMW X6 M Competition: 2024.04.15~2024.04.16BMW X6 M60i xDrive: 2024.04.08~2024.04.11BMW X6 xDrive30d M Sport: 2024.04.10~2024.04.18BMW X6 xDrive40d: 2024.04.17BMW X6 xDrive40i M Sport: 2024.04.08~2024.04.19BMW X7 M60i xDrive: 2024.04.09~2024.04.19BMW X7 xDrive40d: 2024.04.09~2024.04.17BMW X7 xDrive40i: 2024.04.08~2024.04.19","앞 좌석안전띠 경고장치 센서의 작동상태를 점검하고, 이상이 있는 경우 정상적으로 생산된 좌석안전띠 버클로 교체함 "
,2024-06-05 ~ ,"고전압 배터리 하우징의 밀봉(Sealing)이 불충분하게 되었을 수 있으며, 이로 인해 고전압 배터리 하우징을 통해 고전압 배터리에 물이 유입되어 고전압 배터리가 손상될 경우 체크 컨트롤 메시지(*계속 주행 가능, 고압시스템, 후속 손상을 방지하기 위해 가까운 서비스센터에 점검을 의뢰하십시오"")가 표시되고 고전압이 차단되서 차량이 멈출 수 있으며, 배터리가 단락 되었을 경우 화재가 발생할 수 있는 가능성에 따른 리콜 ",고전압 배터리 상태 및 고전압 배터리 하우징의 밀봉상태를 점검하고 밀봉이 제대로 되지 않았을 경우 고전압 배터리 관련 구성품을 교체함 
승차 및 실내장치 기타,2024-06-05 ~ ,"계기반의 소프트웨어 오류로 인하여 계기반의 뒷면 안개등 식별표시가 법적 요구사항을 만족하지 못함이 확인됨에 따른 리콜 (*뒷면 안개등의 기능은 정상적으로 작동하나, 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조(조종장치등)의 5항을 만족하지 못할 수 있음)",계기반 소프트웨어 업데이트 
차체/차대 기타,2024-06-05 ~ ,"공급업체의 생산 공정 오류로 인하여 조수석 B-필러 보강재의 용접이 정상적으로 이루어지지 않아 용접 강도 요건을 만족하지 못할 수 있으며, 이런 경우 시간이 지남에 따라 보강재의 용접 강도가 감속할 수 있고 이로 인해 충돌 시 안전벨트에 가해지는 하중을 보강재가 견디지 못할 수 있어, 안전벨트 기능이 정상적으로 작동되지 않아 부상 위험이 증가할 수 있는 가능성예 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제103조(좌석안전띠장치 등)를 만족시키지 못할 수 있음)<*대상차량별 생산일자>스프린터: 2023.06.05스프린터 (Long): 2023.05.24~2023.06.14",B-필러 보강재 점검 및 필요 시 용접 실시 
조향장치 기타,2024-06-05 ~ ," 운전자 지원 모바일 애플리케이션(Volkswagen Park Assist Pro, 버전 2.1 이하)의 일부 기능(원격 주차 후진 기능)이 올바르게 구현되지 않았을 수 있으며, 이런 경우 특정 상황(예, 경사로 및 방지턱)에서 운전자 지원 모바일 애플리케이션(Volkswagen Park Assist Pro, 버전 2.1 이하)를 사용하여 원격 주차를 하는 과정 중 실행취소 기능을 사용하는 경우 차량이 주변 장애물을 감지하지 못하고 차량의 최초 출발 지점을 지나칠 가능성이 있고, 이로 인하여 주변 사물 및 보행자와 충돌 가능성이 있음에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조의 2(조향장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않을 수 있음)",모바일 애플리케이션(Volkswagen Park Assist Pro) 업데이트 
주행장치 기타,2024-06-03 ~ ,"주행 장치(앞바퀴 타이어)의 잘못된 제작 공정으로, 타이어 표면에 발생한 크랙에서 공기압이 새거나 펑크가 발생될 수 있는 가능성에 따른 리콜",대상 자동차에 대하여 주행 장치(앞바퀴 타이어)를 신품으로 교환함 
동력전달장치 기타,2024-06-03 ~ ,"차량 생산공정 상의 문제로 앞쪽 프로펠러 샤프트 및 앞쪽 드라이브 유닛의 연결 볼트가 규정된 토크로 체결되지 않아 해당 볼트가 풀릴 수 있으며, 이런 경우 앞쪽 바퀴의 동력이 손실되고 크랭크포지션 센서가 본래의 위치에서 이탈되어 정상 작동하지 않아 시동 꺼짐 및 재시동이 불가할 수 있는 가능성에 따른 리콜 
",앞쪽 프로펠러 샤프트의 볼트류는 교체하고 앞쪽 드라이브 유닛의 볼트류는 정규 토크 값으로 재 체결함 
원동기(동력발생장치) 기타,2024-06-03 ~ ,"엔진오일쿨러 호스 제조불량으로 인해 호스 내벽에 손상이 발생되어 해당 부분이 정상적인 오일 압력(7.85Bar) 범위에서도 파열될 수 있으며, 이런 경우 급작스런 오일손실로 계기반에 오일 압력 경고등이 점등되며, 엔진오일 누유로 인한 화재 발생 가능성과 주행 중 시동이 꺼질 수 있는 가능성에 따른 리콜 ","기존 엔진오일쿨러 호스를 제거하고, 개선된 엔진오일쿨러 호스로 교체함 "
전기장치 기타,2024-06-03 ~ ,"차량 생산공정 중 배터리 퓨즈박스 단자 고정을 위한 톱니형 너트 체결 토크(9Nm) 부족으로 너트가 풀릴 수 있으며, 이런 경우 계기반에 배터리 경고등이 뜰 수 있으며, 헤드램프 꺼짐, 엔진시동 꺼짐, 조향장치 무거워짐 등의 문제가 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>DBX: 2020.05.01~2023.06.08DBX707: 2022.06.15~2023.06.08","퓨즈박스 내 3곳 단자의 톱니형 너트를 제거하고, 리콜키트에 포함된 평와셔, 스프링와셔, M8 너트를 사용하여 12Nm의 강화된 토크로 체결함 "
원동기(동력발생장치) 기타,2024-06-03 ~ ,오일 필터 제조 불량으로 오일온도 센서가 오일필터에서 이탈되어 엔진오일이 누유되는 경우 시동꺼짐 발생 가능성이 확인됨에 따른 리콜,오일필터 교환 
원동기(동력발생장치) 기타,2024-05-31 ~ ,"전자제어장치(ECU)의 디젤 매연포집필터 (DPF) 재생 관련 소프트웨어 설정 미흡으로, 디젤 매연포집필터(DPF)의 손상에 의한 엔진 경고등 점등 및 배기가스 배출량 증가 가능성에 따른 리콜 ",전자제어장치(ECU) 소프트웨어 업데이트 실시 및 점검 후 필요 시 디젤 매연포집필터(DPF) 부품 교환 
제동장치 기타,2024-05-30 ~ ,전자제어유압장치(HECU) 내부 밀폐성능 저하 등으로 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손이 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>제네시스 쿠페(BK): 2010.09.14~2014.10.27투싼 수소연료전지(LMFC): 2013.11.29~2014.06.11,엔진룸 정션박스내 HECU 개선퓨즈 장착 (합선 발생 시 전원 차단하여 소손 예방)
연료장치 기타,2024-05-30 ~ ,"연료 호스 내 온도/압력 센서 케이스 제작 공정 중, 내구성이 부족한 케이스가 장착되어 차량 진동 등에 의해 균열이 발생하여 연료가 누출될 수 있으며, 이런 경우 연료 누출로 인한 연료 부족으로 예기치 않은 엔진 동력 상실 및 누출된 연료로 인해 화재가 발생할 수 있는 가능성에 따른 리콜 <*대상차량별 생산일자>기블리 트로페오(Ghibli Trofeo MY21): 2021.06.10기블리 트로페오(Ghibli Trofeo MY22): 2021.07.12콰트로포르테 트로페오(Quattroporte Trofeo MY22): 2021.07.13",내구성을 개선한 온도/압력 센서 케이스가 포함된 연료호스 교체 
원동기(동력발생장치) 기타,2024-05-30 ~ ,"후처리 장치 제어 및 배기가스 재순환 장치(EGR) 작동 로직 설정 미흡으로, 환경부 배출가스 결함확인검사 시 질소산화물 규제치 초과로 인한 법규 부적합 가능성이 확인됨에 따른 리콜 ",전자제어장치(ECU/DCU) 소프트웨어 업데이트 실시 
기타장치 기타,2024-05-30 ~ ,"냉각수 호스 설계오류로 디젤입자정화기(DPF) 발열에 의해 냉각수 호스가 손상될 수 있으며, 이로 인해 누출된 냉각수가 디젤입자정화기(DPF)에 닿는 경우 화재가 발생할 수 있는 가능성에 따른 리콜 ",내열 성능 개선 및 방열판 적용된 냉각수 호스 교환 
제동장치 기타,2024-05-29 ~ ,전자제어유압장치(HECU) 내부 회로 기판의 전기전 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜 <*대상차량별 생산일자>카렌스(UN): 2009.09.19~2012.12.14레이 전기차(TAM EV): 2011.12.17~2017.12.06,엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환 (합선 발생 시 전원 차단하여 소손 예방)
실내안전장치 기타,2024-05-28 ~ ,"나사의 제조 공정상의 문제로 인하여, 앞좌석 등받이와 좌석을 연결하는 나사가 올바르게 체결되지 않았을 수 있으며, 이런 경우 앞좌석 등받이와 좌석 연결부의 고정력이 부족하여, 소음이 발생할 수 있고, 사고 발생 시 앞좌석 등받이와 좌석 연결 구속력이 부족하여 탑승자의 상해 위험이 증가할 수 있는 가능성에 따른 리콜  ",앞좌석 등받이와 좌석 연결부 나사 교체 
연료장치 기타,2024-05-27 ~ ,"고압 연료 펌프내의 캠샤프트 롤러 내구성 약화로 인한 롤러 손상이 있을 수 있으며, 이런 경우 쇳가루가 발생하고 발생된 쇳가루로 인해 고압 연료 펌프가 작동되지 않아 연료 분사가 안될 수 있고, 이로 인해 주행 중 시동이 꺼지는 경우 사고가 발생할 수 있는 가능성에 따른 리콜 ",개선된 고압 연료 펌프로 교체 
등화장치 기타,2024-05-24 ~ ,"자동차의 뒷면에는 끝단표시등, 제동등, 방향지시등 및 옆면표시등과 혼동하기 쉬운 등화나 점멸하는 등화를 설치하여서는 아니되나 그러지 못하여 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제47조 (그 밖의 등화의 제한)를 위반함이 확인됨에 따른 리콜 <*대상차량별 생산일자>E-STAR 8 V1: 2022.08.12~2024.03.11E-STAR 11: 2022.10.14~2024.03.12",후면 목적지 표시등 프로그램 업데이트 
전기장치 기타,2024-05-24 ~ ,"배터리제어시스템(BMS) 소프트웨어 설계 미흡으로, 충돌 직후 일시적으로 고전압 전력을 차단하지 못해 고전압전력차단장치(PRA) 단락에 의한 전류 노출로 화재가 발생할 수 있는 가능성에 따른 리콜  ",배터리제어시스템(BMS) 소프트웨어 업데이트 
원동기(동력발생장치) 기타,2024-05-24 ~ ,"밸브 스프링 제조 과정에서의 금형 손상에 의한 밸브 스프링의 표면 결함 발생으로, 밸브 스프링 절손에 의한 주행 중 시동꺼짐 및 엔진손상 발생 가능성이 확인됨에 따른 리콜 ",엔진 교환 
